Analysis,Author,Year,Trait Type,Species,Genus,Family,Order,Plant Species,Genus,Family,Order,n,t = trait means,S=trait standard deviations,R = # Species relative abundances,Link,OTHER LINK,Reference,Mutualism_type,Trait,Included in redundancy analysis,Source,Data Reported,Statistics Reported,Field/Experimental/Observational,,,,,,,
51A,Zhou et al.,2013,Trait A. Number of H. dulcis seeds per faecal sample (fruit only),Melogale moschata,Melogale,Mustelidae,Carnivora,Hovenia dulcis,Hovenia,Rhamnaceae,Rosales,27,9.6,3.9,0.12676056,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3690987/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3690987/,"Zhou, Y., Newman, C., Xie, Z., & Macdonald, D. W. (2013). Peduncles elicit large-mammal endozoochory in a dry-fruited plant. Annals of botany, 112(1), 85–93. https://doi.org/10.1093/aob/mct096",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Not clear if field observational,,,,,,,
51A,Zhou et al.,2013,Trait A. Number of H. dulcis seeds per faecal sample (fruit only),Ursus thibetanus,Ursus,Ursidae,Carnivora,Hovenia dulcis,Hovenia,Rhamnaceae,Rosales,5,625.6,288.7,0.02347418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3690987/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3690987/,"Zhou, Y., Newman, C., Xie, Z., & Macdonald, D. W. (2013). Peduncles elicit large-mammal endozoochory in a dry-fruited plant. Annals of botany, 112(1), 85–93. https://doi.org/10.1093/aob/mct096",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Not clear if field observational,,,,,,,
51A,Zhou et al.,2013,Trait A. Number of H. dulcis seeds per faecal sample (fruit only),Capricornis milneedwardsii,Capricornis,Bovidae,Artiodactyla,Hovenia dulcis,Hovenia,Rhamnaceae,Rosales,25,659,296.8,0.11737089,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3690987/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3690987/,"Zhou, Y., Newman, C., Xie, Z., & Macdonald, D. W. (2013). Peduncles elicit large-mammal endozoochory in a dry-fruited plant. Annals of botany, 112(1), 85–93. https://doi.org/10.1093/aob/mct096",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Not clear if field observational,,,,,,,
52A,Gaume et al,2006,Trait A. Time to first contact (s),Crematogaster wroughtonii,Crematogaster,Formicinae,Hymenoptera,Humboldtia brunonis,Humboldtia,Fabaceae,Fabales,6,112,80.09831,0.375,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,"Gaume, L., Shenoy, M., Zacharias, M., & Borges, R. (2006). Co-existence of ants and an arboreal earthworm in a myrmecophyte of the Indian Western Ghats: Anti-predation effect of the earthworm mucus. Journal of Tropical Ecology, 22(3), 341-344. doi:10.1017/S0266467405003111",Plant Protection,Patrolling  / Aggressiveness,NO,Table 1,"n, mean, SD",t-value and P-value,Not clear if field observational,,,,,,,
52A,Gaume et al,2006,Trait A. Time to first contact (s),Technomyrmex albipes,Technomyrmex,Formicinae,Hymenoptera,Humboldtia brunonis,Humboldtia,Fabaceae,Fabales,10,24.5,30.99032,0.625,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,"Gaume, L., Shenoy, M., Zacharias, M., & Borges, R. (2006). Co-existence of ants and an arboreal earthworm in a myrmecophyte of the Indian Western Ghats: Anti-predation effect of the earthworm mucus. Journal of Tropical Ecology, 22(3), 341-344. doi:10.1017/S0266467405003111",Plant Protection,Patrolling  / Aggressiveness,NO,Table 1,"n, mean, SD",t-value and P-value,Not clear if field observational,,,,,,,
52B,Gaume et al,2006,Trait B. Time to first bite (s),Crematogaster wroughtonii,Crematogaster,Formicinae,Hymenoptera,Humboldtia brunonis,Humboldtia,Fabaceae,Fabales,6,390,220.4541,0.375,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,"Gaume, L., Shenoy, M., Zacharias, M., & Borges, R. (2006). Co-existence of ants and an arboreal earthworm in a myrmecophyte of the Indian Western Ghats: Anti-predation effect of the earthworm mucus. Journal of Tropical Ecology, 22(3), 341-344. doi:10.1017/S0266467405003111",Plant Protection,Patrolling  / Aggressiveness,NO,Table 1,"n, mean, SD",t-value and P-value,Not clear if field observational,,,,,,,
52B,Gaume et al,2006,Trait B. Time to first bite (s),Technomyrmex albipes,Technomyrmex,Formicinae,Hymenoptera,Humboldtia brunonis,Humboldtia,Fabaceae,Fabales,10,124,118.5854,0.625,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,"Gaume, L., Shenoy, M., Zacharias, M., & Borges, R. (2006). Co-existence of ants and an arboreal earthworm in a myrmecophyte of the Indian Western Ghats: Anti-predation effect of the earthworm mucus. Journal of Tropical Ecology, 22(3), 341-344. doi:10.1017/S0266467405003111",Plant Protection,Patrolling  / Aggressiveness,NO,Table 1,"n, mean, SD",t-value and P-value,Not clear if field observational,,,,,,,
52C,Gaume et al,2006,Trait C. Ant number at 10 min,Crematogaster wroughtonii,Crematogaster,Formicinae,Hymenoptera,Humboldtia brunonis,Humboldtia,Fabaceae,Fabales,6,3,8.573214,0.375,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,"Gaume, L., Shenoy, M., Zacharias, M., & Borges, R. (2006). Co-existence of ants and an arboreal earthworm in a myrmecophyte of the Indian Western Ghats: Anti-predation effect of the earthworm mucus. Journal of Tropical Ecology, 22(3), 341-344. doi:10.1017/S0266467405003111",Plant Protection,Patrolling  / Aggressiveness,NO,Table 1,"n, mean, SD",t-value and P-value,Not clear if field observational,,,,,,,
52C,Gaume et al,2006,Trait C. Ant number at 10 min,Technomyrmex albipes,Technomyrmex,Formicinae,Hymenoptera,Humboldtia brunonis,Humboldtia,Fabaceae,Fabales,10,56,77.475803,0.625,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/coexistence-of-ants-and-an-arboreal-earthworm-in-a-myrmecophyte-of-the-indian-western-ghats-antipredation-effect-of-the-earthworm-mucus/7AD4C86F34A967120FFC83B156DC2D1F,"Gaume, L., Shenoy, M., Zacharias, M., & Borges, R. (2006). Co-existence of ants and an arboreal earthworm in a myrmecophyte of the Indian Western Ghats: Anti-predation effect of the earthworm mucus. Journal of Tropical Ecology, 22(3), 341-344. doi:10.1017/S0266467405003111",Plant Protection,Patrolling  / Aggressiveness,NO,Table 1,"n, mean, SD",t-value and P-value,Not clear if field observational,,,,,,,
53A,Madjidian et al,2008,Trait A. Number of pollen grains deposited,Bombus dahlbomii,Bombus,Apidae,Hymenoptera,Alstroemeria aurea,Alstroemeria,Alstroemeriaceae,Liliales,102,12.2,12.791023,0.5795455,https://link-springer-com.myaccess.library.utoronto.ca/article/10.1007%2Fs00442-008-1039-5,https://link.springer.com/article/10.1007%2Fs00442-008-1039-5,"Madjidian, J. A., Morales, C. L., & Smith, H. G. (2008). Displacement of a native by an alien bumblebee: lower pollinator efficiency overcome by overwhelmingly higher visitation frequency. Oecologia, 156(4), 835–845. https://doi.org/10.1007/s00442-008-1039-5",Pollination,Pollen deposition/transportation,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
53A,Madjidian et al,2008,Trait A. Number of pollen grains deposited,Bombus ruderatus,Bombus,Apidae,Hymenoptera,Alstroemeria aurea,Alstroemeria,Alstroemeriaceae,Liliales,74,5.72,8.798458,0.4204545,https://link-springer-com.myaccess.library.utoronto.ca/article/10.1007%2Fs00442-008-1039-5,https://link.springer.com/article/10.1007%2Fs00442-008-1039-5,"Madjidian, J. A., Morales, C. L., & Smith, H. G. (2008). Displacement of a native by an alien bumblebee: lower pollinator efficiency overcome by overwhelmingly higher visitation frequency. Oecologia, 156(4), 835–845. https://doi.org/10.1007/s00442-008-1039-5",Pollination,Pollen deposition/transportation,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
53B,Madjidian et al,2008,Trait B. The proportion of germinated pollen grains on a stigma of virgin emasculated flowers of Alstroemeria aurea after a single visit,Bombus dahlbomii,Bombus,Apidae,Hymenoptera,Alstroemeria aurea,Alstroemeria,Alstroemeriaceae,Liliales,102,0.577,0.4039802,0.5795455,https://link-springer-com.myaccess.library.utoronto.ca/article/10.1007%2Fs00442-008-1039-5,https://link.springer.com/article/10.1007%2Fs00442-008-1039-5,"Madjidian, J. A., Morales, C. L., & Smith, H. G. (2008). Displacement of a native by an alien bumblebee: lower pollinator efficiency overcome by overwhelmingly higher visitation frequency. Oecologia, 156(4), 835–845. https://doi.org/10.1007/s00442-008-1039-5",Pollination,Pollen deposition/transportation,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
53B,Madjidian et al,2008,Trait B. The proportion of germinated pollen grains on a stigma of virgin emasculated flowers of Alstroemeria aurea after a single visit,Bombus ruderatus,Bombus,Apidae,Hymenoptera,Alstroemeria aurea,Alstroemeria,Alstroemeriaceae,Liliales,74,0.434,0.4243527,0.4204545,https://link-springer-com.myaccess.library.utoronto.ca/article/10.1007%2Fs00442-008-1039-5,https://link.springer.com/article/10.1007%2Fs00442-008-1039-5,"Madjidian, J. A., Morales, C. L., & Smith, H. G. (2008). Displacement of a native by an alien bumblebee: lower pollinator efficiency overcome by overwhelmingly higher visitation frequency. Oecologia, 156(4), 835–845. https://doi.org/10.1007/s00442-008-1039-5",Pollination,Pollen deposition/transportation,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
54A,Katayama et al,2003,Trait A. Average number of workers per plant,Tetramorium caespitum,Tetramorium,Formicinae,Hymenoptera,Vicia faba,Vicia,Fabaceae,Fabales,10,15.4,8.949246,0.5,https://www.jstage.jst.go.jp/article/aez/38/3/38_3_427/_pdf/-char/en,https://www.jstage.jst.go.jp/article/aez/38/3/38_3_427/_article,"Katayama, Noboru & Suzuki, Nobuhiko. (2003). Bodyguard effects for aphids of Aphis craccivora Koch (Homoptera: Aphididae) as related to the activity of two ant species, Tetramorium caespitum Linnaeus (Hymenoptera: Formicinae) and Lasius niger L. (Hymenoptera: Formicinae). Applied Entomology and Zoology - APPL ENTOMOL ZOOL. 38. 427-433. 10.1303/aez.2003.427.",Plant Protection,Patrolling  / Aggressiveness,NO,In-text,"n, mean, SD",Z-value and P-value,Labratory experimental,,,,,,,
54A,Katayama et al,2003,Trait A. Average number of workers per plant,Lasius niger,Lasius,Formicinae,Hymenoptera,Vicia faba,Vicia,Fabaceae,Fabales,10,10.1,3.636619,0.5,https://www.jstage.jst.go.jp/article/aez/38/3/38_3_427/_pdf/-char/en,https://www.jstage.jst.go.jp/article/aez/38/3/38_3_427/_article,"Katayama, Noboru & Suzuki, Nobuhiko. (2003). Bodyguard effects for aphids of Aphis craccivora Koch (Homoptera: Aphididae) as related to the activity of two ant species, Tetramorium caespitum Linnaeus (Hymenoptera: Formicinae) and Lasius niger L. (Hymenoptera: Formicinae). Applied Entomology and Zoology - APPL ENTOMOL ZOOL. 38. 427-433. 10.1303/aez.2003.427.",Plant Protection,Patrolling  / Aggressiveness,NO,In-text,"n, mean, SD",Z-value and P-value,Labratory experimental,,,,,,,
55A,Fishbein et al,1996,Trait A. Mean pollinia removal rates in 1992,Apis mellifera,Apis,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,24,0.038176,0.06813501,0.09561753,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55A,Fishbein et al,1996,Trait A. Mean pollinia removal rates in 1992,Battus philenor,Battus,Papilionidae,Lepidoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,21,0.03706,0.06841327,0.08366534,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55A,Fishbein et al,1996,Trait A. Mean pollinia removal rates in 1992,Bombus sonorus,Bombus,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,206,0.043981,0.09523017,0.82071713,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55B,Fishbein et al,1996,Trait B. Mean pollinia removal rates in 1993,Apis mellifera,Apis,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,198,0.0199,0.03962463,0.5076923,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55B,Fishbein et al,1996,Trait B. Mean pollinia removal rates in 1993,Bombus sonorus,Bombus,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,192,0.025,0.04255302,0.4923077,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55C,Fishbein et al,1996,Trait C. Mean pollinia removal (per-flower per-visit) for visits in which at least one pollinium was removed in 1992,Apis mellifera,Apis,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,8,0.115,0.07453754,0.09302326,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55C,Fishbein et al,1996,Trait C. Mean pollinia removal (per-flower per-visit) for visits in which at least one pollinium was removed in 1992,Battus philenor,Battus,Papilionidae,Lepidoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,8,0.0974,0.08237115,0.09302326,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55C,Fishbein et al,1996,Trait C. Mean pollinia removal (per-flower per-visit) for visits in which at least one pollinium was removed in 1992,Bombus sonorus,Bombus,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,70,0.13,0.13228432,0.81395349,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55D,Fishbein et al,1996,Trait D. Mean pollinia removal (per-flower per-visit) for visits in which at least one pollinium was removed in 1993,Apis mellifera,Apis,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,65,0.0612,0.0447939,0.4924242,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55D,Fishbein et al,1996,Trait D. Mean pollinia removal (per-flower per-visit) for visits in which at least one pollinium was removed in 1993,Bombus sonorus,Bombus,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,67,0.0707,0.05457175,0.5075758,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55E,Fishbein et al,1996,Trait E. Mean pollinia insertion rates (per-flower per-visit) in 1993,Apis mellifera,Apis,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,198,0.00196,0.00906329,0.5076923,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
55E,Fishbein et al,1996,Trait E. Mean pollinia insertion rates (per-flower per-visit) in 1993,Bombus sonorus,Bombus,Apidae,Hymenoptera,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,192,0.00172,0.008211306,0.4923077,https://www-jstor-org.myaccess.library.utoronto.ca/stable/pdf/2265576.pdf?refreqid=excelsior%3Adc3a94570e3dd174f9e8eaf031344fef,https://www.jstor.org/stable/2265576?seq=1#metadata_info_tab_contents,"Fishbein, M., & Venable, D. L. (1996). Diversity and Temporal Change in the Effective Pollinators of Asclepias Tuberosa. Ecology, 77(4), 1061–1073. https://doi.org/10.2307/2265576",Pollination,Pollen deposition/transportation,NO,"Figure 3,5,7","n, mean, SD",F-value and P-value,Field observational,,,,,,,
56A,Edwards et al,2010,Trait A. Mean number of ant patrolling on new leaf,Camponotus sp90,Camponotus,Formicinae,Hymenoptera,Korthalsia furtadoana,Korthalsia,Arecaceae,Arecales,53,1.81,3.769568,0.5955056,https://onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/j.1600-0706.2009.17591.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0706.2009.17591.x,"Edwards, David & Ansell, Felicity & Woodcock, Paul & Fayle, Tom & Chey, V. & Hamer, Keith. (2010). Can the Failure to Punish Promote Cheating in Mutualism?. Oikos. 119. 45 - 52. 10.1111/j.1600-0706.2009.17591.x.",Plant Protection,Patrolling  / Aggressiveness,NO,"Figure 2,4","n, mean, SD","X^2, P-value, and F-value",Field observational,,,,,,,
56A,Edwards et al,2010,Trait A. Mean number of ant patrolling on new leaf,Camponotus sp93,Camponotus,Formicinae,Hymenoptera,Korthalsia furtadoana,Korthalsia,Arecaceae,Arecales,36,0.0906,0.30432,0.4044944,https://onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/j.1600-0706.2009.17591.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0706.2009.17591.x,"Edwards, David & Ansell, Felicity & Woodcock, Paul & Fayle, Tom & Chey, V. & Hamer, Keith. (2010). Can the Failure to Punish Promote Cheating in Mutualism?. Oikos. 119. 45 - 52. 10.1111/j.1600-0706.2009.17591.x.",Plant Protection,Patrolling  / Aggressiveness,NO,"Figure 2,4","n, mean, SD","X^2, P-value, and F-value",Field observational,,,,,,,
56B,Edwards et al,2010,Trait B. Mean leaf herbivory index,Camponotus sp90,Camponotus,Formicinae,Hymenoptera,Korthalsia furtadoana,Korthalsia,Arecaceae,Arecales,67,0.184,0.3883131,0.6146789,https://onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/j.1600-0706.2009.17591.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0706.2009.17591.x,"Edwards, David & Ansell, Felicity & Woodcock, Paul & Fayle, Tom & Chey, V. & Hamer, Keith. (2010). Can the Failure to Punish Promote Cheating in Mutualism?. Oikos. 119. 45 - 52. 10.1111/j.1600-0706.2009.17591.x.",Plant Protection,Patrolling  / Aggressiveness,NO,"Figure 2,4","n, mean, SD","X^2, P-value, and F-value",Field observational,,,,,,,
56B,Edwards et al,2010,Trait B. Mean leaf herbivory index,Camponotus sp93,Camponotus,Formicinae,Hymenoptera,Korthalsia furtadoana,Korthalsia,Arecaceae,Arecales,42,0.479,0.6480741,0.3853211,https://onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/j.1600-0706.2009.17591.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0706.2009.17591.x,"Edwards, David & Ansell, Felicity & Woodcock, Paul & Fayle, Tom & Chey, V. & Hamer, Keith. (2010). Can the Failure to Punish Promote Cheating in Mutualism?. Oikos. 119. 45 - 52. 10.1111/j.1600-0706.2009.17591.x.",Plant Protection,Patrolling  / Aggressiveness,NO,"Figure 2,4","n, mean, SD","X^2, P-value, and F-value",Field observational,,,,,,,
57A,Dohzono et al,2008,Trait A. Fruit set (no. fruits/inflorescence),Bombus ardens,Bombus,Apidae,Hymenoptera,Corydalis ambigua,Corydalis,Papaveraceae,Ranunculales,23,0.694,0.23629062,0.3538462,https://www-jstor-org.myaccess.library.utoronto.ca/stable/27650864?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1491.1,"Dohzono, I., Kunitake, Y. K., Yokoyama, J., & Goka, K. (2008). ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES. Ecology, 89(11), 3082–3092. https://doi.org/10.1890/07-1491.1",Pollination,Seed set,NO,Figure 4,"n, mean, SD","R^2, X^2, and P-value",Field observational,,,,,,,
57A,Dohzono et al,2008,Trait A. Fruit set (no. fruits/inflorescence),Bombus hypocrita,Bombus,Apidae,Hymenoptera,Corydalis ambigua,Corydalis,Papaveraceae,Ranunculales,20,0.0439,0.0816612,0.3076923,https://www-jstor-org.myaccess.library.utoronto.ca/stable/27650864?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1491.1,"Dohzono, I., Kunitake, Y. K., Yokoyama, J., & Goka, K. (2008). ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES. Ecology, 89(11), 3082–3092. https://doi.org/10.1890/07-1491.1",Pollination,Seed set,NO,Figure 4,"n, mean, SD","R^2, X^2, and P-value",Field observational,,,,,,,
